"","MXSPD","Location"
"8971",14,"Adelaide"
"8972",16.9,"Adelaide"
"8973",14,"Adelaide"
"8974",15,"Adelaide"
"8975",19,"Adelaide"
"8976",13,"Adelaide"
"8977",35,"Adelaide"
"8978",25.1,"Adelaide"
"8979",14,"Adelaide"
"8980",20,"Adelaide"
"8981",12,"Adelaide"
"8982",13,"Adelaide"
"8983",27,"Adelaide"
"8984",16.9,"Adelaide"
"8985",21,"Adelaide"
"8986",25.1,"Adelaide"
"8987",22,"Adelaide"
"8988",14,"Adelaide"
"8989",16.9,"Adelaide"
"8990",8.9,"Adelaide"
"8991",15.9,"Adelaide"
"8992",16.9,"Adelaide"
"8993",15.9,"Adelaide"
"8994",14,"Adelaide"
"8995",13,"Adelaide"
"8996",16.9,"Adelaide"
"8997",15.9,"Adelaide"
"8998",22,"Adelaide"
"8999",15.9,"Adelaide"
"9000",8.9,"Adelaide"
"9001",12,"Adelaide"
"9002",15,"Adelaide"
"9003",13,"Adelaide"
"9004",9.9,"Adelaide"
"9005",12,"Adelaide"
"9006",20,"Adelaide"
"9007",21,"Adelaide"
"9008",21,"Adelaide"
"9009",19,"Adelaide"
"9010",12,"Adelaide"
"9011",15.9,"Adelaide"
"9012",13,"Adelaide"
"9013",13,"Adelaide"
"9014",13,"Adelaide"
"9015",15,"Adelaide"
"9016",15,"Adelaide"
"9017",13,"Adelaide"
"9018",15,"Adelaide"
"9019",19,"Adelaide"
"9020",18.1,"Adelaide"
"9021",25.1,"Adelaide"
"9022",27,"Adelaide"
"9023",30.9,"Adelaide"
"9024",15.9,"Adelaide"
"9025",18.1,"Adelaide"
"9026",20,"Adelaide"
"9027",15,"Adelaide"
"9028",15.9,"Adelaide"
"9029",22.9,"Adelaide"
"9030",21,"Adelaide"
"9031",15,"Adelaide"
"9032",15,"Adelaide"
"9033",18.1,"Adelaide"
"9034",18.1,"Adelaide"
"9035",22.9,"Adelaide"
"9036",20,"Adelaide"
"9037",13,"Adelaide"
"9038",21,"Adelaide"
"9039",26,"Adelaide"
"9040",13,"Adelaide"
"9041",13,"Adelaide"
"9042",14,"Adelaide"
"9043",22,"Adelaide"
"9044",21,"Adelaide"
"9045",14,"Adelaide"
"9046",12,"Adelaide"
"9047",12,"Adelaide"
"9048",13,"Adelaide"
"9049",15.9,"Adelaide"
"9050",22.9,"Adelaide"
"9051",16.9,"Adelaide"
"9052",16.9,"Adelaide"
"9053",16.9,"Adelaide"
"9054",12,"Adelaide"
"9055",13,"Adelaide"
"9056",14,"Adelaide"
"9057",20,"Adelaide"
"9058",14,"Adelaide"
"9059",18.1,"Adelaide"
"9060",14,"Adelaide"
"9061",14,"Adelaide"
"9062",15.9,"Adelaide"
"9063",20,"Adelaide"
"9064",20,"Adelaide"
"9065",13,"Adelaide"
"9066",18.1,"Adelaide"
"9067",16.9,"Adelaide"
"9068",21,"Adelaide"
"9069",18.1,"Adelaide"
"9070",15.9,"Adelaide"
"9071",19,"Adelaide"
"9072",19,"Adelaide"
"9073",15.9,"Adelaide"
"9074",21,"Adelaide"
"9075",21,"Adelaide"
"9076",22,"Adelaide"
"9077",20,"Adelaide"
"9078",14,"Adelaide"
"9079",15,"Adelaide"
"9080",15.9,"Adelaide"
"9081",21,"Adelaide"
"9082",14,"Adelaide"
"9083",18.1,"Adelaide"
"9084",19,"Adelaide"
"9085",19,"Adelaide"
"9086",15,"Adelaide"
"9087",15.9,"Adelaide"
"9088",15.9,"Adelaide"
"9089",15.9,"Adelaide"
"9090",30.9,"Adelaide"
"9091",22.9,"Adelaide"
"9092",22,"Adelaide"
"9093",18.1,"Adelaide"
"9094",15,"Adelaide"
"9095",13,"Adelaide"
"9096",15.9,"Adelaide"
"9097",16.9,"Adelaide"
"9098",18.1,"Adelaide"
"9099",16.9,"Adelaide"
"9100",15.9,"Adelaide"
"9101",16.9,"Adelaide"
"9102",15,"Adelaide"
"9103",20,"Adelaide"
"9104",15.9,"Adelaide"
"9105",15.9,"Adelaide"
"9106",19,"Adelaide"
"9107",15,"Adelaide"
"9108",18.1,"Adelaide"
"9109",18.1,"Adelaide"
"9110",21,"Adelaide"
"9111",18.1,"Adelaide"
"9112",22,"Adelaide"
"9113",19,"Adelaide"
"9114",13,"Adelaide"
"9115",13,"Adelaide"
"9116",15.9,"Adelaide"
"9117",21,"Adelaide"
"9118",15.9,"Adelaide"
"9119",18.1,"Adelaide"
"9120",16.9,"Adelaide"
"9121",14,"Adelaide"
"9122",19,"Adelaide"
"9123",15,"Adelaide"
"9124",16.9,"Adelaide"
"9125",15,"Adelaide"
"9126",15,"Adelaide"
"9127",15.9,"Adelaide"
"9128",18.1,"Adelaide"
"9129",22.9,"Adelaide"
"9130",15,"Adelaide"
"9131",21,"Adelaide"
"9132",15.9,"Adelaide"
"9133",15,"Adelaide"
"9134",13,"Adelaide"
"9135",15,"Adelaide"
"9136",16.9,"Adelaide"
"9137",20,"Adelaide"
"9138",15.9,"Adelaide"
"9139",15,"Adelaide"
"9140",19,"Adelaide"
"9141",22,"Adelaide"
"9142",19,"Adelaide"
"9143",21,"Adelaide"
"9144",22,"Adelaide"
"9145",21,"Adelaide"
"9146",22,"Adelaide"
"9147",16.9,"Adelaide"
"9148",15.9,"Adelaide"
"9149",15.9,"Adelaide"
"9150",18.1,"Adelaide"
"9151",18.1,"Adelaide"
"9152",25.1,"Adelaide"
"9153",23.9,"Adelaide"
"9154",16.9,"Adelaide"
"9155",15.9,"Adelaide"
"9156",13,"Adelaide"
"9157",13,"Adelaide"
"9158",20,"Adelaide"
"9159",21,"Adelaide"
"9160",16.9,"Adelaide"
"9161",22.9,"Adelaide"
"9162",21,"Adelaide"
"9163",20,"Adelaide"
"9164",15,"Adelaide"
"9165",13,"Adelaide"
"9166",20,"Adelaide"
"9167",21,"Adelaide"
"9168",27,"Adelaide"
"9169",16.9,"Adelaide"
"9170",18.1,"Adelaide"
"9171",19,"Adelaide"
"9172",18.1,"Adelaide"
"9173",16.9,"Adelaide"
"9174",16.9,"Adelaide"
"9175",18.1,"Adelaide"
"9176",18.1,"Adelaide"
"9177",16.9,"Adelaide"
"9178",14,"Adelaide"
"9179",12,"Adelaide"
"9180",18.1,"Adelaide"
"9181",19,"Adelaide"
"9182",15.9,"Adelaide"
"9183",13,"Adelaide"
"9184",25.1,"Adelaide"
"9185",16.9,"Adelaide"
"9186",15,"Adelaide"
"9187",15.9,"Adelaide"
"9188",22,"Adelaide"
"9189",19,"Adelaide"
"9190",15,"Adelaide"
"9191",21,"Adelaide"
"9192",29.9,"Adelaide"
"9193",25.1,"Adelaide"
"9194",18.1,"Adelaide"
"9195",13,"Adelaide"
"9196",15.9,"Adelaide"
"9197",15,"Adelaide"
"9198",15.9,"Adelaide"
"9199",15,"Adelaide"
"9200",15.9,"Adelaide"
"9201",15.9,"Adelaide"
"9202",18.1,"Adelaide"
"9203",23.9,"Adelaide"
"9204",18.1,"Adelaide"
"9205",16.9,"Adelaide"
"9206",14,"Adelaide"
"9207",15,"Adelaide"
"9208",16.9,"Adelaide"
"9209",12,"Adelaide"
"9210",25.1,"Adelaide"
"9211",18.1,"Adelaide"
"9212",14,"Adelaide"
"9213",8.9,"Adelaide"
"9214",14,"Adelaide"
"9215",21,"Adelaide"
"9216",12,"Adelaide"
"9217",8.9,"Adelaide"
"9218",13,"Adelaide"
"9219",15.9,"Adelaide"
"9220",12,"Adelaide"
"9221",15,"Adelaide"
"9222",15.9,"Adelaide"
"9223",19,"Adelaide"
"9224",15.9,"Adelaide"
"9225",15.9,"Adelaide"
"9226",15,"Adelaide"
"9227",15.9,"Adelaide"
"9228",16.9,"Adelaide"
"9229",11.1,"Adelaide"
"9230",15,"Adelaide"
"9231",11.1,"Adelaide"
"9232",8.9,"Adelaide"
"9233",13,"Adelaide"
"9234",26,"Adelaide"
"9235",19,"Adelaide"
"9236",15.9,"Adelaide"
"9237",8.9,"Adelaide"
"9238",15.9,"Adelaide"
"9239",13,"Adelaide"
"9240",11.1,"Adelaide"
"9241",12,"Adelaide"
"9242",18.1,"Adelaide"
"9243",20,"Adelaide"
"9244",30.9,"Adelaide"
"9245",32.1,"Adelaide"
"9246",25.1,"Adelaide"
"9247",22.9,"Adelaide"
"9248",8,"Adelaide"
"9249",8.9,"Adelaide"
"9250",12,"Adelaide"
"9251",12,"Adelaide"
"9252",13,"Adelaide"
"9253",8.9,"Adelaide"
"9254",8,"Adelaide"
"9255",9.9,"Adelaide"
"9256",9.9,"Adelaide"
"9257",11.1,"Adelaide"
"9258",11.1,"Adelaide"
"9259",9.9,"Adelaide"
"9260",8.9,"Adelaide"
"9261",11.1,"Adelaide"
"9262",14,"Adelaide"
"9263",12,"Adelaide"
"9264",18.1,"Adelaide"
"9265",18.1,"Adelaide"
"9266",15,"Adelaide"
"9267",8,"Adelaide"
"9268",11.1,"Adelaide"
"9269",11.1,"Adelaide"
"9270",11.1,"Adelaide"
"9271",11.1,"Adelaide"
"9272",20,"Adelaide"
"9273",22.9,"Adelaide"
"9274",14,"Adelaide"
"9275",12,"Adelaide"
"9276",8.9,"Adelaide"
"9277",9.9,"Adelaide"
"9278",11.1,"Adelaide"
"9279",12,"Adelaide"
"9280",11.1,"Adelaide"
"9281",12,"Adelaide"
"9282",9.9,"Adelaide"
"9283",7,"Adelaide"
"9284",8,"Adelaide"
"9285",9.9,"Adelaide"
"9286",15.9,"Adelaide"
"9287",12,"Adelaide"
"9288",19,"Adelaide"
"9289",25.1,"Adelaide"
"9290",18.1,"Adelaide"
"9291",8.9,"Adelaide"
"9292",14,"Adelaide"
"9293",21,"Adelaide"
"9294",22.9,"Adelaide"
"9295",20,"Adelaide"
"9296",11.1,"Adelaide"
"9297",8.9,"Adelaide"
"9298",9.9,"Adelaide"
"9299",8.9,"Adelaide"
"9300",21,"Adelaide"
"9301",20,"Adelaide"
"9302",14,"Adelaide"
"9303",15.9,"Adelaide"
"9304",21,"Adelaide"
"9305",11.1,"Adelaide"
"9306",11.1,"Adelaide"
"9307",11.1,"Adelaide"
"9308",9.9,"Adelaide"
"9309",18.1,"Adelaide"
"9310",21,"Adelaide"
"9311",33,"Adelaide"
"9312",18.1,"Adelaide"
"9313",22.9,"Adelaide"
"9314",19,"Adelaide"
"9315",12,"Adelaide"
"9316",8,"Adelaide"
"9317",12,"Adelaide"
"9318",15.9,"Adelaide"
"9319",13,"Adelaide"
"9320",20,"Adelaide"
"9321",22,"Adelaide"
"9322",23.9,"Adelaide"
"9323",21,"Adelaide"
"9324",22.9,"Adelaide"
"9325",14,"Adelaide"
"9326",22.9,"Adelaide"
"9327",8.9,"Adelaide"
"9328",15.9,"Adelaide"
"9329",22,"Adelaide"
"9330",18.1,"Adelaide"
"9331",18.1,"Adelaide"
"9332",19,"Adelaide"
"9333",19,"Adelaide"
"9334",13,"Adelaide"
"9335",19,"Adelaide"
"9336",15,"Adelaide"
"9337",15,"Adelaide"
"9338",14,"Adelaide"
"9339",14,"Adelaide"
"9340",9.9,"Adelaide"
"9341",18.1,"Adelaide"
"9342",14,"Adelaide"
"9343",15,"Adelaide"
"9344",21,"Adelaide"
"9345",12,"Adelaide"
"9346",15,"Adelaide"
"9347",18.1,"Adelaide"
"9348",23.9,"Adelaide"
"9349",15,"Adelaide"
"9350",15,"Adelaide"
"9351",12,"Adelaide"
"9352",15,"Adelaide"
"9353",12,"Adelaide"
"9354",8.9,"Adelaide"
"9355",8.9,"Adelaide"
"9356",18.1,"Adelaide"
"9357",22.9,"Adelaide"
"9358",28,"Adelaide"
"9359",14,"Adelaide"
"9360",15,"Adelaide"
"9361",16.9,"Adelaide"
"9362",22.9,"Adelaide"
"9363",18.1,"Adelaide"
"9364",18.1,"Adelaide"
"9365",22.9,"Adelaide"
"9366",36.9,"Adelaide"
"9367",27,"Adelaide"
"9368",16.9,"Adelaide"
"9369",15,"Adelaide"
"9370",16.9,"Adelaide"
"9371",25.1,"Adelaide"
"9372",16.9,"Adelaide"
"9373",15,"Adelaide"
"9374",15.9,"Adelaide"
"9375",18.1,"Adelaide"
"9376",20,"Adelaide"
"9377",19,"Adelaide"
"9378",15.9,"Adelaide"
"9379",20,"Adelaide"
"9380",16.9,"Adelaide"
"9381",13,"Adelaide"
"9382",11.1,"Adelaide"
"9383",20,"Adelaide"
"9384",28.9,"Adelaide"
"9385",26,"Adelaide"
"9386",27,"Adelaide"
"9387",14,"Adelaide"
"9388",18.1,"Adelaide"
"9389",20,"Adelaide"
"9390",19,"Adelaide"
"9391",15,"Adelaide"
"9392",14,"Adelaide"
"9393",14,"Adelaide"
"9394",28,"Adelaide"
"9395",23.9,"Adelaide"
"9396",21,"Adelaide"
"9397",21,"Adelaide"
"9398",37.9,"Adelaide"
"9399",23.9,"Adelaide"
"9400",16.9,"Adelaide"
"9401",15,"Adelaide"
"9402",18.1,"Adelaide"
"9403",15,"Adelaide"
"9404",16.9,"Adelaide"
"9405",15,"Adelaide"
"9406",14,"Adelaide"
"9407",9.9,"Adelaide"
"9408",16.9,"Adelaide"
"9409",16.9,"Adelaide"
"9410",15.9,"Adelaide"
"9411",15.9,"Adelaide"
"9412",13,"Adelaide"
"9413",16.9,"Adelaide"
"9414",22.9,"Adelaide"
"9415",26,"Adelaide"
"9416",28.9,"Adelaide"
"9417",21,"Adelaide"
"9418",21,"Adelaide"
"9419",16.9,"Adelaide"
"9420",15,"Adelaide"
"9421",13,"Adelaide"
"9422",13,"Adelaide"
"9423",14,"Adelaide"
"9424",15,"Adelaide"
"9425",15,"Adelaide"
"9426",14,"Adelaide"
"9427",18.1,"Adelaide"
"9428",20,"Adelaide"
"9429",18.1,"Adelaide"
"9430",15.9,"Adelaide"
"9431",15,"Adelaide"
"9432",11.1,"Adelaide"
"9433",14,"Adelaide"
"9434",18.1,"Adelaide"
"9435",22,"Adelaide"
"9436",22.9,"Adelaide"
"9437",19,"Adelaide"
"9438",15,"Adelaide"
"9439",15.9,"Adelaide"
"9440",13,"Adelaide"
"9441",15.9,"Adelaide"
"9442",15.9,"Adelaide"
"9443",13,"Adelaide"
"9444",13,"Adelaide"
"9445",11.1,"Adelaide"
"9446",14,"Adelaide"
"9447",11.1,"Adelaide"
"9448",12,"Adelaide"
"9449",16.9,"Adelaide"
"9450",15.9,"Adelaide"
"9451",15,"Adelaide"
"9452",14,"Adelaide"
"9453",25.1,"Adelaide"
"9454",16.9,"Adelaide"
"9455",22,"Adelaide"
"9456",18.1,"Adelaide"
"9457",20,"Adelaide"
"9458",18.1,"Adelaide"
"9459",15,"Adelaide"
"9460",20,"Adelaide"
"9461",25.1,"Adelaide"
"9462",35,"Adelaide"
"9463",21,"Adelaide"
"9464",15.9,"Adelaide"
"9465",15.9,"Adelaide"
"9466",20,"Adelaide"
"9467",20,"Adelaide"
"9468",16.9,"Adelaide"
"9469",16.9,"Adelaide"
"9470",15,"Adelaide"
"9471",18.1,"Adelaide"
"9472",20,"Adelaide"
"9473",25.1,"Adelaide"
"9474",26,"Adelaide"
"9475",13,"Adelaide"
"9476",15.9,"Adelaide"
"9477",20,"Adelaide"
"9478",15.9,"Adelaide"
"9479",16.9,"Adelaide"
"9480",21,"Adelaide"
"9481",21,"Adelaide"
"9482",16.9,"Adelaide"
"9483",19,"Adelaide"
"9484",12,"Adelaide"
"9485",16.9,"Adelaide"
"9486",16.9,"Adelaide"
"9487",21,"Adelaide"
"9488",21,"Adelaide"
"9489",20,"Adelaide"
"9490",19,"Adelaide"
"9491",16.9,"Adelaide"
"9492",18.1,"Adelaide"
"9493",14,"Adelaide"
"9494",15.9,"Adelaide"
"9495",19,"Adelaide"
"9496",20,"Adelaide"
"9497",22,"Adelaide"
"9498",22.9,"Adelaide"
"9499",13,"Adelaide"
"9500",15,"Adelaide"
"9501",15,"Adelaide"
"9502",14,"Adelaide"
"9503",15,"Adelaide"
"9504",14,"Adelaide"
"9505",15.9,"Adelaide"
"9506",21,"Adelaide"
"9507",18.1,"Adelaide"
"9508",21,"Adelaide"
"9509",22,"Adelaide"
"9510",16.9,"Adelaide"
"9511",21,"Adelaide"
"9512",22.9,"Adelaide"
"9513",19,"Adelaide"
"9514",9.9,"Adelaide"
"9515",13,"Adelaide"
"9516",15,"Adelaide"
"9517",22,"Adelaide"
"9518",22,"Adelaide"
"9519",18.1,"Adelaide"
"9520",13,"Adelaide"
"9521",15.9,"Adelaide"
"9522",22.9,"Adelaide"
"9523",16.9,"Adelaide"
"9524",16.9,"Adelaide"
"9525",15,"Adelaide"
"9526",26,"Adelaide"
"9527",15,"Adelaide"
"9528",11.1,"Adelaide"
"9529",12,"Adelaide"
"9530",22.9,"Adelaide"
"9531",15.9,"Adelaide"
"9532",19,"Adelaide"
"9533",13,"Adelaide"
"9534",15.9,"Adelaide"
"9535",15.9,"Adelaide"
"9536",15,"Adelaide"
"9537",15.9,"Adelaide"
"9538",18.1,"Adelaide"
"9539",16.9,"Adelaide"
"9540",20,"Adelaide"
"9541",16.9,"Adelaide"
"9542",15,"Adelaide"
"9543",18.1,"Adelaide"
"9544",15,"Adelaide"
"9545",15,"Adelaide"
"9546",21,"Adelaide"
"9547",15,"Adelaide"
"9548",18.1,"Adelaide"
"9549",19,"Adelaide"
"9550",16.9,"Adelaide"
"9551",15,"Adelaide"
"9552",16.9,"Adelaide"
"9553",22.9,"Adelaide"
"9554",22.9,"Adelaide"
"9555",21,"Adelaide"
"9556",16.9,"Adelaide"
"9557",14,"Adelaide"
"9558",14,"Adelaide"
"9559",16.9,"Adelaide"
"9560",22.9,"Adelaide"
"9561",19,"Adelaide"
"9562",26,"Adelaide"
"9563",20,"Adelaide"
"9564",14,"Adelaide"
"9565",16.9,"Adelaide"
"9566",18.1,"Adelaide"
"9567",15.9,"Adelaide"
"9568",15.9,"Adelaide"
"9569",12,"Adelaide"
"9570",14,"Adelaide"
"9571",15,"Adelaide"
"9572",21,"Adelaide"
"9573",13,"Adelaide"
"9574",15,"Adelaide"
"9575",18.1,"Adelaide"
"9576",14,"Adelaide"
"9577",15,"Adelaide"
"9578",11.1,"Adelaide"
"9579",12,"Adelaide"
"9580",14,"Adelaide"
"9581",15,"Adelaide"
"9582",13,"Adelaide"
"9583",19,"Adelaide"
"9584",13,"Adelaide"
"9585",13,"Adelaide"
"9586",15,"Adelaide"
"9587",18.1,"Adelaide"
"9588",13,"Adelaide"
"9589",9.9,"Adelaide"
"9590",19,"Adelaide"
"9591",13,"Adelaide"
"9592",15.9,"Adelaide"
"9593",13,"Adelaide"
"9594",14,"Adelaide"
"9595",28.9,"Adelaide"
"9596",20,"Adelaide"
"9597",14,"Adelaide"
"9598",8.9,"Adelaide"
"9599",12,"Adelaide"
"9600",11.1,"Adelaide"
"9601",12,"Adelaide"
"9602",13,"Adelaide"
"9603",15,"Adelaide"
"9604",8.9,"Adelaide"
"9605",12,"Adelaide"
"9606",8.9,"Adelaide"
"9607",14,"Adelaide"
"9608",16.9,"Adelaide"
"9609",23.9,"Adelaide"
"9610",12,"Adelaide"
"9611",15.9,"Adelaide"
"9612",15,"Adelaide"
"9613",19,"Adelaide"
"9614",13,"Adelaide"
"9615",12,"Adelaide"
"9616",15,"Adelaide"
"9617",15,"Adelaide"
"9618",20,"Adelaide"
"9619",28.9,"Adelaide"
"9620",22,"Adelaide"
"9621",9.9,"Adelaide"
"9622",11.1,"Adelaide"
"9623",8,"Adelaide"
"9624",14,"Adelaide"
"9625",20,"Adelaide"
"9626",21,"Adelaide"
"9627",8,"Adelaide"
"9628",8.9,"Adelaide"
"9629",11.1,"Adelaide"
"9630",11.1,"Adelaide"
"9631",11.1,"Adelaide"
"9632",8.9,"Adelaide"
"9633",8,"Adelaide"
"9634",8,"Adelaide"
"9635",7,"Adelaide"
"9636",9.9,"Adelaide"
"9637",14,"Adelaide"
"9638",22,"Adelaide"
"9639",13,"Adelaide"
"9640",13,"Adelaide"
"9641",13,"Adelaide"
"9642",14,"Adelaide"
"9643",26,"Adelaide"
"9644",23.9,"Adelaide"
"9645",18.1,"Adelaide"
"9646",12,"Adelaide"
"9647",8.9,"Adelaide"
"9648",8.9,"Adelaide"
"9649",8,"Adelaide"
"9650",7,"Adelaide"
"9651",15,"Adelaide"
"9652",16.9,"Adelaide"
"9653",9.9,"Adelaide"
"9654",30.9,"Adelaide"
"9655",20,"Adelaide"
"9656",15,"Adelaide"
"9657",15.9,"Adelaide"
"9658",11.1,"Adelaide"
"9659",7,"Adelaide"
"9660",11.1,"Adelaide"
"9661",11.1,"Adelaide"
"9662",26,"Adelaide"
"9663",21,"Adelaide"
"9664",15,"Adelaide"
"9665",11.1,"Adelaide"
"9666",8.9,"Adelaide"
"9667",7,"Adelaide"
"9668",9.9,"Adelaide"
"9669",11.1,"Adelaide"
"9670",13,"Adelaide"
"9671",15.9,"Adelaide"
"9672",13,"Adelaide"
"9673",14,"Adelaide"
"9674",19,"Adelaide"
"9675",15,"Adelaide"
"9676",11.1,"Adelaide"
"9677",7,"Adelaide"
"9678",8,"Adelaide"
"9679",8,"Adelaide"
"9680",8.9,"Adelaide"
"9681",8.9,"Adelaide"
"9682",11.1,"Adelaide"
"9683",8,"Adelaide"
"9684",11.1,"Adelaide"
"9685",30.9,"Adelaide"
"9686",26,"Adelaide"
"9687",15,"Adelaide"
"9688",18.1,"Adelaide"
"9689",28,"Adelaide"
"9690",20,"Adelaide"
"9691",8.9,"Adelaide"
"9692",12,"Adelaide"
"9693",18.1,"Adelaide"
"9694",11.1,"Adelaide"
"9695",15,"Adelaide"
"9696",12,"Adelaide"
"9697",8.9,"Adelaide"
"9698",7,"Adelaide"
"9699",7,"Adelaide"
"9700",8,"Adelaide"
"9701",9.9,"Adelaide"
"9702",8.9,"Adelaide"
"9703",15,"Adelaide"
"9704",14,"Adelaide"
"9705",13,"Adelaide"
"9706",19,"Adelaide"
"9707",35.9,"Adelaide"
"9708",22.9,"Adelaide"
"9709",12,"Adelaide"
"9710",15.9,"Adelaide"
"9711",21,"Adelaide"
"9712",13,"Adelaide"
"9713",11.1,"Adelaide"
"9714",16.9,"Adelaide"
"9715",14,"Adelaide"
"9716",13,"Adelaide"
"9717",18.1,"Adelaide"
"9718",21,"Adelaide"
"9719",15.9,"Adelaide"
"9720",20,"Adelaide"
"9721",26,"Adelaide"
"9722",21,"Adelaide"
"9723",15,"Adelaide"
"9724",20,"Adelaide"
"9725",25.1,"Adelaide"
"9726",27,"Adelaide"
"9727",19,"Adelaide"
"9728",14,"Adelaide"
"9729",15,"Adelaide"
"9730",22.9,"Adelaide"
"9731",27,"Adelaide"
"9732",25.1,"Adelaide"
"9733",22.9,"Adelaide"
"9734",14,"Adelaide"
"9735",8.9,"Adelaide"
"9736",11.1,"Adelaide"
"9737",18.1,"Adelaide"
"9738",19,"Adelaide"
"9739",11.1,"Adelaide"
"9740",15,"Adelaide"
"9741",33,"Adelaide"
"9742",35,"Adelaide"
"9743",16.9,"Adelaide"
"9744",11.1,"Adelaide"
"9745",16.9,"Adelaide"
"9746",21,"Adelaide"
"9747",21,"Adelaide"
"9748",15,"Adelaide"
"9749",15,"Adelaide"
"9750",15.9,"Adelaide"
"9751",15,"Adelaide"
"9752",16.9,"Adelaide"
"9753",15,"Adelaide"
"9754",16.9,"Adelaide"
"9755",14,"Adelaide"
"9756",15.9,"Adelaide"
"9757",18.1,"Adelaide"
"9758",13,"Adelaide"
"9759",14,"Adelaide"
"9760",13,"Adelaide"
"9761",15.9,"Adelaide"
"9762",12,"Adelaide"
"9763",11.1,"Adelaide"
"9764",15,"Adelaide"
"9765",18.1,"Adelaide"
"9766",15.9,"Adelaide"
"9767",15,"Adelaide"
"9768",12,"Adelaide"
"9769",15,"Adelaide"
"9770",18.1,"Adelaide"
"9771",22,"Adelaide"
"9772",13,"Adelaide"
"9773",13,"Adelaide"
"9774",21,"Adelaide"
"9775",15.9,"Adelaide"
"9776",13,"Adelaide"
"9777",15.9,"Adelaide"
"9778",22,"Adelaide"
"9779",21,"Adelaide"
"9780",15,"Adelaide"
"9781",15.9,"Adelaide"
"9782",23.9,"Adelaide"
"9783",22.9,"Adelaide"
"9784",20,"Adelaide"
"9785",13,"Adelaide"
"9786",13,"Adelaide"
"9787",15,"Adelaide"
"9788",14,"Adelaide"
"9789",15.9,"Adelaide"
"9790",16.9,"Adelaide"
"9791",16.9,"Adelaide"
"9792",15,"Adelaide"
"9793",8.9,"Adelaide"
"9794",12,"Adelaide"
"9795",18.1,"Adelaide"
"9796",18.1,"Adelaide"
"9797",20,"Adelaide"
"9798",21,"Adelaide"
"9799",23.9,"Adelaide"
"9800",13,"Adelaide"
"9801",13,"Adelaide"
"9802",15,"Adelaide"
"9803",15.9,"Adelaide"
"9804",15.9,"Adelaide"
"9805",15,"Adelaide"
"9806",11.1,"Adelaide"
"9807",13,"Adelaide"
"9808",12,"Adelaide"
"9809",13,"Adelaide"
"9810",16.9,"Adelaide"
"9811",15,"Adelaide"
"9812",12,"Adelaide"
"9813",18.1,"Adelaide"
"9814",20,"Adelaide"
"9815",16.9,"Adelaide"
"9816",14,"Adelaide"
"9817",19,"Adelaide"
"9818",16.9,"Adelaide"
"9819",15,"Adelaide"
"9820",16.9,"Adelaide"
"9821",16.9,"Adelaide"
"9822",15,"Adelaide"
"9823",16.9,"Adelaide"
"9824",12,"Adelaide"
"9825",16.9,"Adelaide"
"9826",20,"Adelaide"
"9827",22.9,"Adelaide"
"9828",20,"Adelaide"
"9829",16.9,"Adelaide"
"9830",14,"Adelaide"
"9831",12,"Adelaide"
"9832",14,"Adelaide"
"9833",18.1,"Adelaide"
"9834",15,"Adelaide"
"9835",22,"Adelaide"
"9836",25.1,"Adelaide"
"9837",14,"Adelaide"
"9838",22,"Adelaide"
"9839",21,"Adelaide"
"9840",23.9,"Adelaide"
"9841",15,"Adelaide"
"9842",16.9,"Adelaide"
"9843",20,"Adelaide"
"9844",16.9,"Adelaide"
"9845",21,"Adelaide"
"9846",27,"Adelaide"
"9847",26,"Adelaide"
"9848",28,"Adelaide"
"9849",19,"Adelaide"
"9850",18.1,"Adelaide"
"9851",15,"Adelaide"
"9852",15,"Adelaide"
"9853",13,"Adelaide"
"9854",14,"Adelaide"
"9855",18.1,"Adelaide"
"9856",20,"Adelaide"
"9857",11.1,"Adelaide"
"9858",15,"Adelaide"
"9859",18.1,"Adelaide"
"9860",14,"Adelaide"
"9861",22,"Adelaide"
"9862",16.9,"Adelaide"
"9863",16.9,"Adelaide"
"9864",14,"Adelaide"
"9865",15.9,"Adelaide"
"9866",18.1,"Adelaide"
"9867",15.9,"Adelaide"
"9868",20,"Adelaide"
"9869",15.9,"Adelaide"
"9870",19,"Adelaide"
"9871",15.9,"Adelaide"
"9872",9.9,"Adelaide"
"9873",12,"Adelaide"
"9874",11.1,"Adelaide"
"9875",15.9,"Adelaide"
"9876",20,"Adelaide"
"9877",19,"Adelaide"
"9878",16.9,"Adelaide"
"9879",14,"Adelaide"
"9880",15.9,"Adelaide"
"9881",18.1,"Adelaide"
"9882",15,"Adelaide"
"9883",15.9,"Adelaide"
"9884",16.9,"Adelaide"
"9885",20,"Adelaide"
"9886",18.1,"Adelaide"
"9887",20,"Adelaide"
"9888",15.9,"Adelaide"
"9889",14,"Adelaide"
"9890",13,"Adelaide"
"9891",19,"Adelaide"
"9892",25.1,"Adelaide"
"9893",13,"Adelaide"
"9894",11.1,"Adelaide"
"9895",13,"Adelaide"
"9896",16.9,"Adelaide"
"9897",21,"Adelaide"
"9898",19,"Adelaide"
"9899",14,"Adelaide"
"9900",15,"Adelaide"
"9901",13,"Adelaide"
"9902",15.9,"Adelaide"
"9903",15,"Adelaide"
"9904",15,"Adelaide"
"9905",19,"Adelaide"
"9906",25.1,"Adelaide"
"9907",14,"Adelaide"
"9908",19,"Adelaide"
"9909",20,"Adelaide"
"9910",15.9,"Adelaide"
